season,episode,episode_name,imdb_rating,total_votes,air_date,lines_jim,lines_pam,lines_michael,lines_dwight,halloween,valentine,christmas,michael
1,1,Pilot,7.6,3706,2005-03-24,0.1572052401746725,0.17903930131004367,0.3537117903930131,0.12663755458515283,no,no,no,yes
1,2,Diversity Day,8.3,3566,2005-03-29,0.12315270935960591,0.059113300492610835,0.3694581280788177,0.08374384236453201,no,no,no,yes
1,3,Health Care,7.9,2983,2005-04-05,0.1721311475409836,0.13114754098360656,0.22950819672131148,0.2540983606557377,no,no,no,yes
1,4,The Alliance,8.1,2886,2005-04-12,0.20164609053497942,0.09053497942386832,0.27983539094650206,0.1934156378600823,no,no,no,yes
1,5,Basketball,8.4,3179,2005-04-19,0.09130434782608696,0.06086956521739131,0.45217391304347826,0.10869565217391304,no,no,no,yes
1,6,Hot Girl,7.8,2852,2005-04-26,0.15895953757225434,0.13005780346820808,0.3063583815028902,0.08092485549132948,no,no,no,yes
2,1,The Dundies,8.7,3213,2005-09-20,0.125,0.16015625,0.375,0.125,no,no,no,yes
2,2,Sexual Harassment,8.2,2736,2005-09-27,0.05653710247349823,0.09540636042402827,0.35335689045936397,0.038869257950530034,no,no,no,yes
2,3,Office Olympics,8.4,2742,2005-10-04,0.19572953736654805,0.11743772241992882,0.29537366548042704,0.19572953736654805,no,no,no,yes
2,4,The Fire,8.4,2713,2005-10-11,0.15987460815047022,0.06896551724137931,0.21630094043887146,0.20376175548589343,no,no,no,yes
2,5,Halloween,8.2,2561,2005-10-18,0.11152416356877323,0.10037174721189591,0.40148698884758366,0.12267657992565056,yes,no,no,yes
2,6,The Fight,8.2,2550,2005-11-01,0.1828358208955224,0.09328358208955224,0.31716417910447764,0.23880597014925373,no,no,no,yes
2,7,The Client,8.6,2631,2005-11-08,0.15748031496062992,0.12598425196850394,0.2874015748031496,0.08661417322834646,no,no,no,yes
2,8,Performance Review,8.2,2416,2005-11-15,0.09523809523809523,0.10989010989010989,0.3772893772893773,0.15384615384615385,no,no,no,yes
2,9,E-Mail Surveilance,8.4,2527,2005-11-22,0.19272727272727272,0.13818181818181818,0.2909090909090909,0.12363636363636364,no,no,no,yes
2,10,Christmas Party,8.8,2755,2005-12-06,0.09540636042402827,0.06007067137809187,0.30742049469964666,0.14840989399293286,no,no,yes,yes
2,11,Booze Cruise,8.6,2679,2006-01-05,0.13004484304932734,0.07623318385650224,0.336322869955157,0.09865470852017937,no,no,no,yes
2,12,The Injury,9,3282,2006-01-12,0.1523545706371191,0.15789473684210525,0.34349030470914127,0.16620498614958448,no,no,yes,yes
2,13,The Secret,8.3,2363,2006-01-19,0.19083969465648856,0.10305343511450382,0.3511450381679389,0.1450381679389313,no,no,no,yes
2,14,The Carpet,7.9,2342,2006-01-26,0.10344827586206896,0.10727969348659004,0.38697318007662834,0.09578544061302682,no,no,no,yes
2,15,Boys & Girls,8.2,2323,2006-02-02,0.07829181494661921,0.09252669039145907,0.2704626334519573,0.042704626334519574,no,no,no,yes
2,16,Valentine's Day,8.3,2345,2006-02-09,0.08080808080808081,0.11616161616161616,0.22727272727272727,0.09595959595959595,no,yes,no,yes
2,17,Dwight's Speech,8.4,2463,2006-03-02,0.16990291262135923,0.09223300970873786,0.2524271844660194,0.23786407766990292,no,no,no,yes
2,18,Take Your Daughter to Work Day,8.3,2415,2006-03-16,0.06439393939393939,0.07954545454545454,0.2916666666666667,0.08712121212121213,no,no,no,yes
2,19,Michael's Birthday,8.1,2337,2006-03-30,0.08870967741935484,0.10483870967741936,0.35080645161290325,0.17338709677419356,no,no,no,yes
2,20,Drug Testing,8.4,2397,2006-04-27,0.09389671361502347,0.07042253521126761,0.2347417840375587,0.3333333333333333,no,no,no,yes
2,21,Conflict Resolution,8.7,2440,2006-05-04,0.10894941634241245,0.0933852140077821,0.3424124513618677,0.12840466926070038,no,no,yes,yes
2,22,Casino Night,9.3,3644,2006-05-11,0.14130434782608695,0.11956521739130435,0.2554347826086957,0.08423913043478261,no,no,yes,yes
3,1,Gay Witch Hunt,8.9,3087,2006-09-21,0.07801418439716312,0.0425531914893617,0.3617021276595745,0.1276595744680851,no,no,no,yes
3,2,The Convention,8.2,2275,2006-09-28,0.10702341137123746,0.10033444816053512,0.3612040133779264,0.12374581939799331,no,no,no,yes
3,3,The Coup,8.5,2388,2006-10-05,0.04633204633204633,0.06563706563706563,0.28185328185328185,0.27413127413127414,no,no,no,yes
3,4,Grief Counseling,8,2311,2006-10-12,0.0635593220338983,0.1059322033898305,0.3516949152542373,0.15254237288135594,no,no,no,yes
3,5,Initiation,8.2,2254,2006-10-19,0.1717557251908397,0.1984732824427481,0.12595419847328243,0.1717557251908397,no,no,no,yes
3,6,Diwali,8,2320,2006-11-02,0.0892018779342723,0.107981220657277,0.26291079812206575,0.028169014084507043,yes,no,yes,yes
3,7,Branch Closing,8.5,2260,2006-11-09,0.08076923076923077,0.08461538461538462,0.25769230769230766,0.15,no,no,yes,yes
3,8,The Merger,8.7,2376,2006-11-16,0.13924050632911392,0.0759493670886076,0.26371308016877637,0.1540084388185654,no,no,no,yes
3,9,The Convict,8.2,2373,2006-11-30,0.16230366492146597,0.08376963350785341,0.28272251308900526,0.020942408376963352,no,no,no,yes
3,10,A Benihana Christmas (Parts 1&2),8.7,2541,2006-12-14,0.09166666666666666,0.11875,0.225,0.12708333333333333,no,no,yes,yes
3,12,Back from Vacation,8.5,2255,2007-01-04,0.11574074074074074,0.1527777777777778,0.32407407407407407,0.10185185185185185,no,no,no,yes
3,13,Traveling Salesmen,8.6,2316,2007-01-11,0.14772727272727273,0.09848484848484848,0.18181818181818182,0.125,no,no,no,yes
3,14,The Return,8.8,2430,2007-01-18,0.12077294685990338,0.04830917874396135,0.2318840579710145,0.12077294685990338,no,no,no,yes
3,15,Ben Franklin,8.2,2254,2007-02-01,0.09727626459143969,0.11673151750972763,0.29961089494163423,0.11284046692607004,no,no,no,yes
3,16,Phyllis' Wedding,8.3,2283,2007-02-08,0.10555555555555556,0.08333333333333333,0.2722222222222222,0.1388888888888889,no,no,no,yes
3,17,Business School,8.8,2622,2007-02-15,0.05945945945945946,0.14054054054054055,0.24324324324324326,0.11891891891891893,no,no,no,yes
3,18,Cocktails,8.5,2264,2007-02-22,0.07241379310344828,0.07586206896551724,0.2896551724137931,0.1103448275862069,no,no,yes,yes
3,19,The Negotiation,8.9,2555,2007-04-05,0.11549295774647887,0.04507042253521127,0.29859154929577464,0.05070422535211268,no,no,no,yes
3,20,Safety Training,8.8,2424,2007-04-12,0.08275862068965517,0.06551724137931035,0.2689655172413793,0.1896551724137931,no,no,no,yes
3,21,Product Recall,8.7,2409,2007-04-26,0.17898832684824903,0.054474708171206226,0.20622568093385213,0.12062256809338522,no,no,no,yes
3,22,Women's Appreciation,8.8,2403,2007-05-03,0.10839160839160839,0.12237762237762238,0.27972027972027974,0.14685314685314685,no,no,yes,yes
3,23,Beach Games,9.1,2783,2007-05-10,0.07829181494661921,0.08185053380782918,0.3736654804270463,0.13523131672597866,no,no,no,yes
3,24,The Job (Parts 1&2),9.3,3010,2007-05-17,0.1279527559055118,0.09055118110236221,0.23228346456692914,0.11811023622047244,no,no,no,yes
4,1,Fun Run (Parts 1&2),8.8,2826,2007-09-27,0.1026694045174538,0.16632443531827515,0.2669404517453799,0.11088295687885011,yes,no,no,yes
4,3,Dunder Mifflin Infinity (Parts 1&2),8.4,2248,2007-10-04,0.07441016333938294,0.09074410163339383,0.25226860254083483,0.12159709618874773,no,no,no,yes
4,5,Launch Party (Parts 1&2),8.5,2173,2007-10-11,0.12293577981651377,0.044036697247706424,0.26972477064220185,0.15229357798165138,no,no,no,yes
4,7,Money (Parts 1&2),8.7,2341,2007-10-18,0.09070796460176991,0.11061946902654868,0.3008849557522124,0.08628318584070796,no,no,no,yes
4,9,Local Ad,8.8,2388,2007-10-25,0.1346153846153846,0.08653846153846154,0.2932692307692308,0.04807692307692308,no,no,no,yes
4,10,Branch Wars,8.5,2185,2007-11-01,0.24555160142348753,0.06405693950177936,0.2918149466192171,0.13523131672597866,no,no,no,yes
4,11,Survivor Man,8.3,2110,2007-11-08,0.2918454935622318,0.04721030042918455,0.27896995708154504,0.1072961373390558,no,no,no,yes
4,12,The Deposition,8.7,2202,2007-11-15,0.05737704918032787,0.0860655737704918,0.3237704918032787,0.020491803278688523,no,no,no,yes
4,13,Dinner Party,9.3,4095,2008-04-10,0.1347517730496454,0.09929078014184398,0.31560283687943264,0.05673758865248227,no,no,no,yes
4,14,Chair Model,8.1,2095,2008-04-17,0.09545454545454546,0.1590909090909091,0.32727272727272727,0.07727272727272727,no,no,no,yes
4,15,Night Out,8.7,2179,2008-04-24,0.12012987012987013,0.04220779220779221,0.2824675324675325,0.13636363636363635,no,no,yes,yes
4,16,Did I Stutter?,8.4,2087,2008-05-01,0.09019607843137255,0.06274509803921569,0.3411764705882353,0.12549019607843137,no,no,yes,yes
4,17,Job Fair,7.9,1977,2008-05-08,0.10106382978723404,0.17553191489361702,0.2393617021276596,0.05319148936170213,no,no,no,yes
4,18,"Goodbye, Toby (Parts 1&2)",9.3,3010,2008-05-15,0.11434108527131782,0.08139534883720931,0.3081395348837209,0.07170542635658915,no,no,no,yes
5,1,Weight Loss (Parts 1&2),8.8,2501,2008-09-25,0.1242603550295858,0.07100591715976332,0.22682445759368836,0.09664694280078895,no,no,yes,yes
5,3,Business Ethics,8.3,1990,2008-10-09,0.12272727272727273,0.04090909090909091,0.2636363636363636,0.06363636363636363,no,no,no,yes
5,4,Baby Shower,8.1,1954,2008-10-16,0.1,0.09259259259259259,0.29259259259259257,0.12962962962962962,no,no,no,yes
5,5,Crime Aid,8.1,1884,2008-10-23,0.07835820895522388,0.018656716417910446,0.2798507462686567,0.11567164179104478,no,no,no,yes
5,6,Employee Transfer,8.1,1962,2008-10-30,0.0847457627118644,0.0847457627118644,0.2,0.12203389830508475,yes,no,no,yes
5,7,Customer Survey,8.5,2018,2008-11-06,0.28337874659400547,0.08174386920980926,0.17166212534059946,0.22888283378746593,no,no,no,yes
5,8,Business Trip,8.2,1867,2008-11-13,0.06769230769230769,0.043076923076923075,0.23692307692307693,0.04923076923076923,no,no,yes,yes
5,9,Frame Toby,8.6,2089,2008-11-20,0.1040268456375839,0.087248322147651,0.30201342281879195,0.12751677852348994,no,no,yes,yes
5,10,The Surplus,8.7,2070,2008-12-04,0.09597523219814241,0.17956656346749225,0.30959752321981426,0.08978328173374613,no,no,yes,yes
5,11,Moroccan Christmas,8.4,1951,2008-12-11,0.10833333333333334,0.025,0.2708333333333333,0.1125,no,no,yes,yes
5,12,The Duel,8.7,2011,2009-01-15,0.11683848797250859,0.030927835051546393,0.17869415807560138,0.2268041237113402,no,no,no,yes
5,13,Prince Family Paper,8.1,1954,2009-01-22,0.04961832061068702,0.019083969465648856,0.3435114503816794,0.2786259541984733,no,no,no,yes
5,14,Stress Relief (Parts 1&2),9.6,5948,2009-02-01,0.08413461538461539,0.07692307692307693,0.28365384615384615,0.17548076923076922,no,no,no,yes
5,16,Lecture Circuit (Part 1),8.2,1838,2009-02-05,0.14345991561181434,0.14767932489451477,0.2320675105485232,0.10548523206751055,no,no,no,yes
5,17,Lecture Circuit (Part 2),8.2,1808,2009-02-12,0.13095238095238096,0.15079365079365079,0.1984126984126984,0.13095238095238096,no,no,no,yes
5,18,Blood Drive,8.1,1847,2009-03-05,0.11666666666666667,0.10666666666666667,0.2866666666666667,0.10333333333333333,no,yes,no,yes
5,19,Golden Ticket,8.7,1987,2009-03-12,0.12540192926045016,0.07717041800643087,0.3633440514469453,0.2282958199356913,no,no,no,yes
5,20,New Boss,8.3,1875,2009-03-19,0.10344827586206896,0.04827586206896552,0.3586206896551724,0.07241379310344828,no,no,no,yes
5,21,Two Weeks,8.4,1864,2009-03-26,0.09737827715355805,0.14232209737827714,0.3295880149812734,0.0449438202247191,no,no,no,yes
5,22,Dream Team,8.3,1863,2009-04-09,0.11326860841423948,0.21035598705501618,0.2524271844660194,0.05501618122977346,no,no,no,yes
5,23,The Michael Scott Paper Company,8.7,2032,2009-04-09,0.109375,0.17578125,0.1796875,0.109375,no,no,no,yes
5,24,Heavy Competition,8.7,1913,2009-04-16,0.07971014492753623,0.05434782608695652,0.32608695652173914,0.3007246376811594,no,no,no,yes
5,25,Broke,9.1,2509,2009-04-23,0.10069444444444445,0.11458333333333333,0.2638888888888889,0.08680555555555555,no,no,no,yes
5,26,Casual Friday,8.3,1845,2009-04-30,0.09090909090909091,0.09404388714733543,0.29780564263322884,0.1536050156739812,no,no,no,yes
5,27,Cafe Disco,8.7,2107,2009-05-07,0.06204379562043796,0.06934306569343066,0.30656934306569344,0.10218978102189781,no,no,yes,yes
5,28,Company Picnic,8.9,2232,2009-05-14,0.08791208791208792,0.09157509157509157,0.20146520146520147,0.15018315018315018,no,no,yes,yes
6,1,Gossip,8.7,2127,2009-09-17,0.12650602409638553,0.08132530120481928,0.286144578313253,0.060240963855421686,no,no,no,yes
6,2,The Meeting,8.2,1755,2009-09-24,0.0708955223880597,0.08955223880597014,0.26492537313432835,0.11940298507462686,no,no,no,yes
6,3,The Promotion,8,1751,2009-10-01,0.2993421052631579,0.05921052631578947,0.28289473684210525,0.09539473684210527,no,no,no,yes
6,4,Niagara (Parts 1&2),9.3,3579,2009-10-08,0.10144927536231885,0.12681159420289856,0.23369565217391305,0.15217391304347827,no,no,no,yes
6,6,Mafia,7.7,1829,2009-10-15,0.039660056657223795,0.014164305949008499,0.34560906515580736,0.141643059490085,no,no,no,yes
6,7,The Lover,8.6,1917,2009-10-22,0.19047619047619047,0.19047619047619047,0.2698412698412698,0.09523809523809523,no,no,no,yes
6,8,Koi Pond,8.2,1739,2009-10-29,0.1536050156739812,0.12225705329153605,0.2664576802507837,0.0438871473354232,yes,no,yes,yes
6,9,Double Date,8.2,1709,2009-11-05,0.07084468664850137,0.1907356948228883,0.3106267029972752,0.1362397820163488,no,no,no,yes
6,10,Murder,8.6,2016,2009-11-12,0.1902834008097166,0.048582995951417005,0.27125506072874495,0.1214574898785425,no,no,no,yes
6,11,Shareholder Meeting,8.2,1726,2009-11-19,0.13857677902621723,0.0449438202247191,0.26591760299625467,0.09737827715355805,no,no,no,yes
6,12,Scott's Tots,8.3,1981,2009-12-03,0.14339622641509434,0.052830188679245285,0.25660377358490566,0.13584905660377358,no,no,no,yes
6,13,Secret Santa,8.5,1844,2009-12-10,0.11676646706586827,0.04790419161676647,0.2844311377245509,0.11077844311377245,no,no,yes,yes
6,14,The Banker,6.8,2288,2010-01-21,0,0.03816793893129771,0.33587786259541985,0.1297709923664122,no,no,no,yes
6,15,Sabre,7.8,1681,2010-02-04,0.09848484848484848,0.0946969696969697,0.3106060606060606,0.03409090909090909,no,no,no,yes
6,16,The Manager and the Salesman,8.1,1670,2010-02-11,0.11186440677966102,0.01694915254237288,0.2305084745762712,0.13220338983050847,no,yes,yes,yes
6,17,The Delivery (Parts 1&2),8.4,1750,2010-03-04,0.2144,0.2016,0.1872,0.0752,no,no,no,yes
6,19,St. Patrick's Day,7.8,1642,2010-03-11,0.14336917562724014,0.0035842293906810036,0.1863799283154122,0.1039426523297491,no,no,yes,yes
6,20,New Leads,7.9,1609,2010-03-18,0.18149466192170818,0.010676156583629894,0.302491103202847,0.15302491103202848,no,no,no,yes
6,21,Happy Hour,8.6,1873,2010-03-25,0.09192200557103064,0.08635097493036212,0.20612813370473537,0.0947075208913649,no,no,yes,yes
6,22,Secretary's Day,7.9,1613,2010-04-22,0.0299625468164794,0.10486891385767791,0.17228464419475656,0.06367041198501873,no,no,no,yes
6,23,Body Language,8,1633,2010-04-29,0.11280487804878049,0.08231707317073171,0.2621951219512195,0.13719512195121952,no,no,no,yes
6,24,The Cover,8.2,1627,2010-05-06,0.045454545454545456,0.13636363636363635,0.2987012987012987,0.12337662337662338,no,no,no,yes
6,25,The Chump,7.9,1571,2010-05-13,0.06441717791411043,0.09202453987730061,0.25153374233128833,0.11042944785276074,no,no,no,yes
6,26,Whistleblower,8,1625,2010-05-20,0.053061224489795916,0.06938775510204082,0.27346938775510204,0.07755102040816327,no,no,yes,yes
7,1,Nepotism,8.4,1897,2010-09-23,0.09166666666666666,0.10416666666666667,0.24166666666666667,0.0875,no,no,yes,yes
7,2,Counseling,8.3,1684,2010-09-30,0.12686567164179105,0.1455223880597015,0.11567164179104478,0.1791044776119403,no,no,no,yes
7,3,Andy's Play,8.2,1802,2010-10-07,0.08296943231441048,0.07423580786026202,0.18777292576419213,0.07423580786026202,no,no,no,yes
7,4,s*x Ed,7.9,1650,2010-10-14,0.012461059190031152,0.024922118380062305,0.27414330218068533,0.1277258566978193,no,no,no,yes
7,5,The Sting,7.8,1612,2010-10-21,0.15128205128205127,0.02564102564102564,0.21794871794871795,0.14358974358974358,no,no,no,yes
7,6,Costume Contest,8.2,1663,2010-10-28,0.09507042253521127,0.08450704225352113,0.20774647887323944,0.04929577464788732,yes,no,no,yes
7,7,Christening,7.5,1668,2010-11-04,0.13286713286713286,0.11538461538461539,0.25874125874125875,0.055944055944055944,no,no,yes,yes
7,8,Viewing Party,7.9,1633,2010-11-11,0.06474820143884892,0.08273381294964029,0.2014388489208633,0.09352517985611511,no,no,no,yes
7,9,WUPHF.com,7.8,1598,2010-11-18,0.0781758957654723,0.09120521172638436,0.21498371335504887,0.0781758957654723,no,no,no,yes
7,10,China,8.2,1661,2010-12-02,0.08709677419354839,0.14516129032258066,0.18064516129032257,0.15483870967741936,no,no,no,yes
7,11,Classy Christmas (Parts 1&2),8.9,2138,2010-12-09,0.08361204013377926,0.11538461538461539,0.21739130434782608,0.06354515050167224,no,no,yes,yes
7,13,Ultimatum,8.3,1695,2011-01-20,0.025078369905956112,0.09717868338557993,0.23510971786833856,0.10658307210031348,no,no,yes,yes
7,14,The Seminar,7.7,1616,2011-01-27,0.08450704225352113,0.06338028169014084,0.13028169014084506,0.06690140845070422,no,no,no,yes
7,15,The Search,8.5,1742,2011-02-03,0.1032258064516129,0.11612903225806452,0.13548387096774195,0.08387096774193549,no,no,no,yes
7,16,PDA,8.4,1736,2011-02-10,0.06534090909090909,0.06818181818181818,0.20738636363636365,0.06818181818181818,no,yes,no,yes
7,17,Threat Level Midnight,9.3,3525,2011-02-17,0.030927835051546393,0.041237113402061855,0.3865979381443299,0.020618556701030927,no,no,no,yes
7,18,Todd Packer,7.5,1581,2011-02-24,0.12140575079872204,0.11501597444089456,0.18210862619808307,0.13099041533546327,no,no,no,yes
7,19,Garage Sale,9.2,2742,2011-03-24,0.08275862068965517,0.1103448275862069,0.2482758620689655,0.10689655172413794,no,no,no,yes
7,20,Training Day,7.8,1655,2011-04-14,0.040983606557377046,0.03278688524590164,0.2786885245901639,0.040983606557377046,no,no,no,yes
7,21,Michael's Last Dundies,8.9,2182,2011-04-21,0.08778625954198473,0.05725190839694656,0.31297709923664124,0.04961832061068702,no,no,no,yes
7,22,"Goodbye, Michael",9.7,5749,2011-04-28,0.0547112462006079,0.060790273556231005,0.3525835866261398,0.0486322188449848,no,no,no,yes
7,23,The Inner Circle,7.7,1634,2011-05-05,0.1509433962264151,0.09056603773584905,0,0.07547169811320754,no,no,no,yes
7,24,"Dwight K. Schrute, (Acting) Manager",8.7,1840,2011-05-12,0.10894941634241245,0.042801556420233464,0,0.2840466926070039,no,no,yes,yes
7,25,Search Committee (Parts 1&2),8.8,2040,2011-05-19,0.18218623481781376,0.06477732793522267,0,0.08906882591093117,no,no,no,yes
8,1,The List,8.2,1829,2011-09-22,0.14601769911504425,0.10176991150442478,0,0.12389380530973451,no,no,no,no
8,2,The Incentive,8.2,1668,2011-09-29,0.13448275862068965,0.11379310344827587,0,0.07241379310344828,no,no,no,no
8,3,Lotto,7.3,1601,2011-10-06,0.14930555555555555,0.0798611111111111,0,0.1076388888888889,no,no,no,no
8,4,Garden Party,8.1,1717,2011-10-13,0.0912863070539419,0.04149377593360996,0,0.1078838174273859,no,no,no,no
8,5,Spooked,7.6,1543,2011-10-27,0.0946969696969697,0.09090909090909091,0,0.06818181818181818,yes,no,no,no
8,6,Doomsday,7.8,1476,2011-11-03,0.12244897959183673,0.05782312925170068,0,0.16326530612244897,no,no,no,no
8,7,Pam's Replacement,7.7,1563,2011-11-10,0.12461059190031153,0.20249221183800623,0,0.17133956386292834,no,no,no,no
8,8,Gettysburg,7,1584,2011-11-17,0.06722689075630252,0.07563025210084033,0,0.1092436974789916,no,no,no,no
8,9,Mrs. California,7.7,1553,2011-12-01,0.09352517985611511,0,0,0.17266187050359713,no,no,no,no
8,10,Christmas Wishes,8,1547,2011-12-08,0.12903225806451613,0,0,0.07419354838709677,no,no,yes,no
8,11,Trivia,7.9,1488,2012-01-12,0.07172995780590717,0,0,0.14345991561181434,no,no,no,no
8,12,Pool Party,8,1612,2012-01-19,0.07692307692307693,0,0,0.13553113553113552,no,no,yes,no
8,13,Jury Duty,7.5,1478,2012-02-02,0.17933130699088146,0.0729483282674772,0,0.17325227963525835,no,no,no,no
8,14,Special Project,7.8,1432,2012-02-09,0.10344827586206896,0.1,0,0.23103448275862068,no,yes,no,no
8,15,Tallahassee,7.9,1522,2012-02-16,0.1306122448979592,0.04081632653061224,0,0.2571428571428571,no,no,yes,no
8,16,After Hours,8.1,1567,2012-02-23,0.16224188790560473,0.04424778761061947,0,0.17699115044247787,no,no,no,no
8,17,Test The Store,7.8,1478,2012-03-01,0.10810810810810811,0.03861003861003861,0,0.20463320463320464,no,no,no,no
8,18,Last Day In Florida,7.8,1429,2012-03-08,0.17045454545454544,0.03787878787878788,0,0.17045454545454544,no,yes,no,no
8,19,Get The Girl,6.7,1642,2012-03-15,0.14559386973180077,0.06513409961685823,0,0.08045977011494253,no,no,no,no
8,20,Welcome Party,7.2,1489,2012-04-12,0.1270358306188925,0.10423452768729642,0,0.07166123778501629,yes,no,no,no
8,21,Angry Andy,7.1,1585,2012-04-19,0.06506849315068493,0.09931506849315068,0,0.0547945205479452,no,no,no,no
8,22,Fundraiser,7.1,1453,2012-04-26,0.100418410041841,0.09205020920502092,0,0.06276150627615062,no,no,no,no
8,23,Turf War,7.7,1393,2012-05-03,0.16666666666666666,0.0798611111111111,0,0.19444444444444445,no,no,no,no
8,24,Free Family Portrait Studio,7.8,1464,2012-05-10,0.10508474576271186,0.07457627118644068,0,0.09152542372881356,no,no,no,no
9,1,The New Guys,7.7,1577,2012-09-20,0.09333333333333334,0.08444444444444445,0,0.18666666666666668,no,no,no,no
9,2,Roy's Wedding,7.2,1477,2012-09-27,0.13175675675675674,0.11486486486486487,0,0.10472972972972973,no,no,no,no
9,3,Andy's Ancestry,7.5,1461,2012-10-04,0.07818930041152264,0.13991769547325103,0,0.09876543209876543,no,no,no,no
9,4,Work Bus,7.9,1551,2012-10-18,0.1875,0.090625,0,0.125,no,no,no,no
9,5,Here Comes Treble,7.1,1515,2012-10-25,0.11986301369863013,0.1095890410958904,0,0.13356164383561644,yes,no,no,no
9,6,The Boat,7.8,1455,2012-11-08,0.03180212014134275,0.038869257950530034,0,0.12014134275618374,no,no,no,no
9,7,The Whale,7.7,1406,2012-11-15,0.07482993197278912,0.15306122448979592,0,0.18027210884353742,no,no,no,no
9,8,The Target,7.8,1438,2012-11-29,0.09006211180124224,0.052795031055900624,0,0.17701863354037267,no,no,no,no
9,9,Dwight Christmas,8.4,1634,2012-12-06,0.20209059233449478,0.11149825783972125,0,0.20557491289198607,no,no,yes,no
9,10,Lice,7.7,1470,2013-01-10,0.11067193675889328,0.17391304347826086,0,0.07114624505928854,no,no,no,no
9,11,Suit Warehouse,7.9,1441,2013-01-17,0.06716417910447761,0.08582089552238806,0,0.15298507462686567,no,no,no,no
9,12,Customer Loyalty,8,1508,2013-01-24,0.13074204946996468,0.1696113074204947,0,0.15547703180212014,no,no,no,no
9,13,Junior Salesman,7.7,1394,2013-01-31,0.16129032258064516,0.08602150537634409,0,0.3118279569892473,no,no,no,no
9,14,Vandalism,7.6,1402,2013-01-31,0.11538461538461539,0.21923076923076923,0,0.1423076923076923,no,no,no,no
9,15,Couples Discount,7.4,1407,2013-02-07,0.1,0.1076923076923077,0,0.12307692307692308,no,yes,no,no
9,16,Moving On,8.2,1572,2013-02-14,0.05588822355289421,0.10978043912175649,0,0.08782435129740519,no,no,no,no
9,17,The Farm,7.5,1656,2013-03-14,0.027522935779816515,0.0963302752293578,0,0.23394495412844038,no,no,yes,no
9,18,Promos,8,1445,2013-04-04,0.09748427672955975,0.1320754716981132,0,0.11635220125786164,yes,no,no,no
9,19,Stairmageddon,8,1484,2013-04-11,0.054945054945054944,0.03296703296703297,0,0.22344322344322345,no,no,no,no
9,20,Paper Airplane,8,1482,2013-04-25,0.07264957264957266,0.09401709401709402,0,0.08974358974358974,no,no,no,no
9,21,Livin' the Dream,8.9,2041,2013-05-02,0.1649214659685864,0.078534031413612565,0,0.14136125654450263,no,no,no,no
9,22,A.A.R.M,9.3,2860,2013-05-09,0.17764471057884232,0.06786427145708583,0,0.17365269461077845,no,no,no,no
9,24,Finale,9.7,7934,2013-05-16,0.13984674329501914,0.08620689655172414,0.0038314176245210726,0.14559386973180077,no,no,no,no
