state,county,inperson,total_votes,inperson_pct,pre_covid_cases,post_covid_cases,pre_week_diff,num_prec_pc,pop_2018,med_age,medIncome_2018,pctPovty_2018,unplmtRate_2018,noins_u65_2018,pctUrban_2010,pct_vet,avg_householdsize,pct_snap,pctno_hs,pctcollege,popDens,pct_black,pct_hisp,pct_asian,pct65plus,pct4064,pct1840,pctTrump_2016,inperson_1000,turnout,pre_election_rate,post_election_rate,state_pre_rate,state_post_rate,state_inperson_rate,FIPS,temp_oct,temp_nov,polyname
North Carolina,Alamance,16663,32653,0.510305331822497,640,1098,106,23.4324304837896,166436,38.7,50480,13.5,3.7,138,71.4,0.0632435290441972,2.45,0.140780840683506,14.5,24,356.5,0.198941334807373,0.129172775120767,0.0176584392799635,0.13266961474681,0.32249633492754,0.256915571150472,0.552018364518,16.663,0.100116561320868,384.532192554495,659.713042851306,290.833062072765,478.19546555055,0.0862412145282666,37001,61.6,53.5,"north carolina,alamance"
North Carolina,Alexander,3302,5134,0.643163225555123,290,338,54,26.7716113832892,37353,40.8,49138,13,3.2,128,27.2,0.0625652558027468,2.5,0.119428158380853,18.4,14.7,143.1,0.0574251064171553,0.0482156721013038,0.0103338419939496,0.150643857253768,0.334511284234198,0.231574438465451,0.767641996558,3.302,0.0883998607876208,776.376730115386,904.880464755174,290.833062072765,478.19546555055,0.0862412145282666,37003,60.8,52.4,"north carolina,alexander"
North Carolina,Alleghany,1028,1803,0.570160843039379,45,33,-3,62.7183944091031,11161,45.9,39735,18.7,4.5,178,0,0.0816235104381328,2.31,0.152405698414121,23.4,16.7,47.5,0.0155900008959771,0.0993638562852791,0.00833258668578084,0.206433115312248,0.346115939431951,0.203118000179195,0.72669735328,1.028,0.0921064420750829,403.189678344234,295.672430785772,290.833062072765,478.19546555055,0.0862412145282666,37005,55.8,47.6,"north carolina,alleghany"
North Carolina,Anson,3248,4092,0.793743890518084,41,116,-3,36.1779957390361,24877,39.5,38023,20.5,4.5,134,21.5,0.0608996261607107,2.51,0.242271978132411,19.5,9.6,50.7,0.482212485428307,0.043172408248583,0.0147123849338747,0.155404590585682,0.30457852634964,0.233267676970696,0.431017894939,3.248,0.130562366844877,164.810869477831,466.294167303131,290.833062072765,478.19546555055,0.0862412145282666,37007,65.2,57.3,"north carolina,anson"
North Carolina,Ashe,4455,6611,0.6738768718802,96,158,46,77.4650485078756,27109,45.5,41864,16.9,3.6,154,15.1,0.063963997196503,2.29,0.153823453465639,15.8,19,64,0.00741451178575381,0.0518646943819396,0.00560699398723671,0.202921538972297,0.349846914308901,0.213582205171714,0.710714285714,4.455,0.164336567191708,354.125936036003,582.832269725921,290.833062072765,478.19546555055,0.0862412145282666,37009,54.5,45.9,"north carolina,ashe"
North Carolina,Avery,3389,4421,0.766568649626781,147,238,-53,131.391031133962,17505,42.3,41701,16.8,3.6,181,11.2,0.0618680377035133,2.31,0.113339045986861,17.7,20.6,72,0.0441588117680663,0.0519280205655527,0.00554127392173665,0.176920879748643,0.300199942873465,0.201542416452442,0.772456575682,3.389,0.193601828049129,839.760068551842,1359.61153956013,290.833062072765,478.19546555055,0.0862412145282666,37011,54.3,46.5,"north carolina,avery"
North Carolina,Beaufort,5775,8842,0.653132775390183,222,174,4,59.4745003079929,47079,43.8,46411,18.1,4.6,131,34.4,0.075532615391151,2.37,0.209350241084135,12.4,19.4,57.7,0.24348435608233,0.0800569255931519,0.00548015038552221,0.186537522037426,0.333588224048939,0.221563754540241,0.613500572058,5.775,0.122666156885235,471.547823870516,369.591537628242,290.833062072765,478.19546555055,0.0862412145282666,37013,66.4,58.4,"north carolina,beaufort"
North Carolina,Bertie,1915,2730,0.701465201465201,57,102,-23,94.6073793755913,19026,42.9,35433,23.5,4.9,126,16.8,0.0622831914222643,2.39,0.264112267423526,21.3,13.4,30.4,0.607274256280879,0.0223904131188899,0.00793650793650794,0.192158099442868,0.32481866918953,0.20740039945338,0.370575692964,1.915,0.100651739724587,299.590034689372,536.108483128351,290.833062072765,478.19546555055,0.0862412145282666,37015,64.4,56.2,"north carolina,bertie"
North Carolina,Bladen,3241,4644,0.697889750215332,83,147,-27,78.3368484483278,33190,41.3,36976,29.1,5.3,178,8.8,0.0655317866827358,2.4,0.221060560409762,19.9,15.1,40.3,0.33510093401627,0.0775534799638445,0.00349502862307924,0.165140102440494,0.336245857185899,0.233473937933112,0.540621228483,3.241,0.0976498945465502,250.075323892739,442.904489304007,290.833062072765,478.19546555055,0.0862412145282666,37017,67,58.3,"north carolina,bladen"
North Carolina,Brunswick,10342,29171,0.354530184086936,234,473,-28,18.282337799099,136744,47.4,60163,10.5,5.2,137,57,0.108904229801673,2.3,0.106300824899081,9.6,28.6,126.8,0.100179898203943,0.0487333996372784,0.00791990873456971,0.168387644064822,0.339912537295969,0.190582402152928,0.6310311501,10.342,0.0756303750073129,171.122681799567,345.901831158954,290.833062072765,478.19546555055,0.0862412145282666,37019,69.4,60.5,"north carolina,brunswick"
North Carolina,Buncombe,19508,55760,0.349856527977044,495,799,81,38.2087432411049,259103,40.6,53960,11.5,3,125,75.9,0.0712110627819825,2.3,0.116760516088197,9,39.2,362.9,0.0603003438786892,0.0668691601409478,0.014353365264007,0.147030331566983,0.327190345152314,0.272686923733033,0.411420966939,19.508,0.0752905215300479,191.043716205524,308.371574238816,290.833062072765,478.19546555055,0.0862412145282666,37021,57.8,48.9,"north carolina,buncombe"
North Carolina,Burke,7676,12972,0.591736046870182,267,745,35,36.511694806488,90382,41.2,44946,14,3.6,136,57.3,0.068044522139364,2.45,0.139242327012016,19.1,16.6,179.3,0.0666836316965767,0.0624903188688013,0.0372308645526764,0.162344272089575,0.346440662963864,0.241419751720475,0.683909878314,7.676,0.0849284149498794,295.412803434312,824.27917063132,290.833062072765,478.19546555055,0.0862412145282666,37023,60.7,52.6,"north carolina,burke"
North Carolina,Cabarrus,19442,41626,0.467063854321818,421,1136,45,21.7656689157858,211342,36.7,69297,9,3.6,106,80.7,0.05703551589367,2.69,0.104058824086078,10,31.2,492.1,0.180021008602171,0.107815767807629,0.0437726528565075,0.0950355348203386,0.334524136234161,0.277119550302354,0.584866266675,19.442,0.0919930728392842,199.203187250996,537.517388876797,290.833062072765,478.19546555055,0.0862412145282666,37025,62.9,54.9,"north carolina,cabarrus"
North Carolina,Caldwell,6797,11830,0.574556213017752,490,539,56,30.4770264174865,82029,41.3,43328,15.9,3.8,144,65.6,0.0660376208414097,2.46,0.159467993026856,20.3,15.3,176.1,0.0477148325592169,0.0566141242731229,0.00731448634019676,0.156237428226603,0.353801704275317,0.24001267844299,0.741292975634,6.797,0.0828609394238623,597.349717782735,657.084689561009,290.833062072765,478.19546555055,0.0862412145282666,37027,60.3,51.9,"north carolina,caldwell"
North Carolina,Camden,1412,1969,0.717115286947689,6,26,0,65.359477124183,10710,40.1,65955,8.3,3.7,119,0.5,0.108216619981326,2.71,0.0717086834733894,14.4,17.9,41.5,0.116059757236228,0.0295985060690943,0.0219421101774043,0.119794584500467,0.362558356676004,0.247712418300654,0.714112168455,1.412,0.131839402427638,56.0224089635854,242.763772175537,290.833062072765,478.19546555055,0.0862412145282666,37029,65.7,57,"north carolina,camden"
North Carolina,Carteret,7869,13091,0.601099992361164,198,302,-52,37.397157816006,69524,45.8,55052,9.8,4.3,133,67.4,0.123957194637823,2.27,0.102338760715724,8.9,28.4,131.3,0.0549019043783442,0.0426471434324837,0.013103388757839,0.182081007997238,0.352741499338358,0.21589666877625,0.710420108887,7.869,0.113183936482366,284.793740291123,434.382371555146,290.833062072765,478.19546555055,0.0862412145282666,37031,68.3,60.6,"north carolina,carteret"
North Carolina,Caswell,3614,5016,0.720494417862839,85,118,1,39.6510705789056,22698,43.6,45517,17.1,4.4,132,0.8,0.0668340822979998,2.43,0.201779892501542,20.5,15.5,55.8,0.31919111816019,0.0415895673627632,0.00590360384174817,0.165433077804212,0.337078156665786,0.206626134461186,0.547598668569,3.614,0.15922107674685,374.48233324522,519.86959203454,290.833062072765,478.19546555055,0.0862412145282666,37033,61.2,53.4,"north carolina,caswell"
North Carolina,Catawba,14774,25328,0.583307012002527,745,1302,145,25.2124145929456,158652,39.6,53738,13,3.5,135,69.7,0.0698951163552933,2.5,0.133657312860853,14.8,21.9,387.1,0.0848019564833724,0.0992612762524267,0.0440902100194136,0.137237475733051,0.339655346292514,0.252867912159948,0.676310420038,14.774,0.0931220532990445,469.581221793611,820.664095000378,290.833062072765,478.19546555055,0.0862412145282666,37035,61.6,53.6,"north carolina,catawba"
North Carolina,Chatham,4875,17254,0.282543178393416,116,186,14,24.6106728284499,73139,43.6,73703,9.3,3.3,134,34.1,0.0561533518369133,2.43,0.0753223314510726,11.8,41.3,93.1,0.120059065614788,0.123203762698424,0.0216027017049727,0.159025964259834,0.345643227279564,0.207878149824307,0.435312180143,4.875,0.0666539055770519,158.602113783344,254.310285893983,290.833062072765,478.19546555055,0.0862412145282666,37037,62.7,54.4,"north carolina,chatham"
North Carolina,Cherokee,4919,7028,0.699914627205464,55,84,-9,56.3717718352535,28383,48.1,41262,18.8,4.4,152,0,0.103653595462072,2.3,0.156044110911461,13.7,19.2,60.3,0.0145861959623718,0.0329774865236233,0.00718740090899482,0.221400133882958,0.336116689567699,0.195081562907374,0.772799422799,4.919,0.173307966036007,193.777965683684,295.951802135081,290.833062072765,478.19546555055,0.0862412145282666,37039,59.5,50.8,"north carolina,cherokee"
North Carolina,Chowan,1114,1965,0.566921119592875,51,64,15,42.7685508589351,14029,44.8,42618,17.2,4.4,120,32.4,0.0828997077482358,2.4,0.199942975265521,16,19.8,85.8,0.339938698410436,0.0369235155748806,0.00805474374509944,0.207284909829639,0.322688716230665,0.223465678237936,0.560354530107,1.114,0.0794069427614228,363.532682300948,456.197875828641,290.833062072765,478.19546555055,0.0862412145282666,37041,65.4,57.1,"north carolina,chowan"
North Carolina,Clay,1608,2417,0.665287546545304,74,17,10,80.7971990304336,11139,49.6,42878,14.6,4.3,163,0,0.0866325522937427,2.25,0.147410000897747,11.5,22.8,49.3,0.0114911571954394,0.0363587395636951,0.00359098662357483,0.224257114642248,0.327677529401203,0.186641529760302,0.74681393373,1.608,0.144357662267708,664.332525361343,152.61693150193,290.833062072765,478.19546555055,0.0862412145282666,37043,58.7,50.2,"north carolina,clay"
North Carolina,Cleveland,9512,15339,0.620118651802595,464,547,14,21.5064775462133,97645,40.3,42728,19.1,4,131,44.2,0.0653489682011368,2.49,0.215433457934354,16,17.4,211.3,0.206482666803216,0.0365814941881305,0.010374315121102,0.150309795688463,0.33246966050489,0.246474473859389,0.643315132429,9.512,0.0974141021045624,475.190741973475,560.192534179938,290.833062072765,478.19546555055,0.0862412145282666,37045,62.5,54,"north carolina,cleveland"
North Carolina,Columbus,7137,9407,0.758690336983098,175,562,33,46.7163776839457,55655,39.8,36862,25.3,5,156,19.4,0.068834785733537,2.45,0.224310484233223,18.4,13.1,62,0.300026951756356,0.0545862905399335,0.0060192255862007,0.158656005749708,0.307950768125056,0.231713233312371,0.603996250852,7.137,0.128236456742431,314.437157488096,1009.79247147606,290.833062072765,478.19546555055,0.0862412145282666,37047,67.6,59.2,"north carolina,columbus"
North Carolina,Craven,8065,17434,0.462601812550189,318,439,-6,20.4057835820896,102912,36.2,50748,14.9,4.2,117,72.3,0.134231187810945,2.45,0.135853933457711,11.8,25.7,146,0.208527674129353,0.0737523320895522,0.031308302238806,0.153626399253731,0.27577930659204,0.273116837686567,0.5960502693,8.065,0.0783679259950249,309.001865671642,426.578047263682,290.833062072765,478.19546555055,0.0862412145282666,37049,66.4,58.4,"north carolina,craven"
North Carolina,Cumberland,24000,48019,0.499802161644349,774,1234,64,22.5679294676978,332330,31,46779,17,5.1,107,86.6,0.163418890861493,2.53,0.19603406252821,9.3,25,489.7,0.371236421629104,0.11864712785484299,0.0283994824421509,0.090873529323263,0.267348719646135,0.323563927421539,0.406689603061,24,0.0722173742966329,232.901032106641,371.317666175187,290.833062072765,478.19546555055,0.0862412145282666,37051,65.6,57.5,"north carolina,cumberland"
North Carolina,Currituck,5809,7344,0.790985838779956,10,52,-6,55.4078014184397,27072,41.3,64426,9.7,3.6,126,1.7,0.107786643026005,2.64,0.0733599290780142,10.8,23.1,89.9,0.0553339243498818,0.0396350472813239,0.00742464539007092,0.112330082742317,0.36399231678487,0.2507018321513,0.730097399984,5.809,0.214575945626478,36.9385342789598,192.080378250591,290.833062072765,478.19546555055,0.0862412145282666,37053,66.4,57.6,"north carolina,currituck:main"
North Carolina,Dare,5001,8913,0.561090541905082,55,114,-17,60.2723213062656,36501,43.6,64768,8.3,5.1,148,71,0.0968740582449796,2.36,0.0647105558751815,6.7,33,88.5,0.0241637215418756,0.07303909481932,0.00794498780855319,0.14155776554067,0.373688392098847,0.222514451658859,0.593560944816,5.001,0.137009944933016,150.680803265664,312.320210405194,290.833062072765,478.19546555055,0.0862412145282666,37055,67.4,59.3,"north carolina,dare"
North Carolina,Davidson,20522,33019,0.621520942487659,419,911,49,30.6096726565595,166614,40.3,47758,15,3.7,142,52.6,0.0569579987275979,2.5,0.146164187883371,16.6,18.5,294.7,0.0949259966149303,0.0731151043729819,0.016379175819559,0.140372357665022,0.347767894654711,0.247176107650017,0.734172996542,20.522,0.123170922011356,251.479467511734,546.772780198543,290.833062072765,478.19546555055,0.0862412145282666,37057,61.7,53.7,"north carolina,davidson"
North Carolina,Davie,4914,8114,0.605619916194232,92,279,0,39.7819015748953,42733,42.5,60801,10.8,3.4,131,29.7,0.0689396953174362,2.52,0.11599934476868,13.3,22.9,156.2,0.0624341843540121,0.0700863501275361,0.00837760044930148,0.159806238738212,0.35319308262935,0.225797393115391,0.726088992974,4.914,0.114993096670021,215.290290875904,652.891208199752,290.833062072765,478.19546555055,0.0862412145282666,37059,61.3,53,"north carolina,davie"
North Carolina,Duplin,5701,7637,0.746497315699882,183,302,19,42.4765529427756,58856,37.8,42725,20.4,4.3,207,13.5,0.0588894929998641,2.57,0.16610031262743,25.8,11.1,71.7,0.242116351773821,0.226909745820307,0.0076287889085225,0.140937202664129,0.322549952426261,0.246618866385755,0.589825736615,5.701,0.0968635313307055,310.928367541117,513.116759548729,290.833062072765,478.19546555055,0.0862412145282666,37061,66.1,57.3,"north carolina,duplin"
North Carolina,Durham,14358,62396,0.230110904545163,740,1054,122,23.3630844322928,316739,33.2,59329,13.5,3.5,126,94.4,0.049245593374987,2.35,0.125987011387925,11.6,47.5,935.7,0.359687313529436,0.13710973388184,0.0549285058044636,0.082455902178134,0.298024556496042,0.326776936215622,0.185189613599,14.358,0.045330698145792,233.630844322928,332.766094481576,290.833062072765,478.19546555055,0.0862412145282666,37063,62.7,54.1,"north carolina,durham"
North Carolina,Edgecombe,5021,7489,0.670449993323541,305,247,-45,51.9180847995385,52005,39.6,38818,22.9,6.8,127,54.7,0.060128833765984,2.54,0.313431400826844,20.3,12.7,111.9,0.57231035477357906,0.0477261801749832,0.00315354292856456,0.1558311700798,0.319565426401308,0.246072493029516,0.333387417353,5.021,0.0965484088068455,586.482069031824,474.954331314297,290.833062072765,478.19546555055,0.0862412145282666,37065,64.7,56.3,"north carolina,edgecombe"
North Carolina,Forsyth,30123,74344,0.405184009469493,1071,2407,231,26.6421172305915,379099,37.2,50112,16.4,3.8,128,92.7,0.0633396553406894,2.41,0.148942624485952,11.2,33.8,859.2,0.258156840297653,0.13038282875977,0.0257637187119987,0.120050435374401,0.319088153754033,0.268133126175485,0.433559988175,30.123,0.0794594551818918,282.511955979836,634.926496772611,290.833062072765,478.19546555055,0.0862412145282666,37067,61.2,52.7,"north carolina,forsyth"
North Carolina,Franklin,6878,11670,0.589374464438732,126,306,48,26.6429840142096,67560,39.1,57710,12.7,4,138,14.7,0.0547069271758437,2.56,0.140674955595027,15.9,21.3,123.3,0.251909413854352,0.0853019538188277,0.00697158081705151,0.11364712847839,0.350192421551214,0.244908229721729,0.545782890777,6.878,0.101805802249852,186.500888099467,452.930728241563,290.833062072765,478.19546555055,0.0862412145282666,37069,62.9,54.2,"north carolina,franklin"
North Carolina,Gaston,17879,34842,0.513145054818897,1164,1317,90,20.6420577439128,222846,38.9,52798,14.2,3.9,124,80.4,0.0646769517963078,2.54,0.160985613383233,15.3,20.6,578.9,0.170166841675417,0.0726061944122847,0.0163431248485501,0.122479200883121,0.337327122766395,0.270038501925096,0.647894004554,17.879,0.0802302935659604,522.333808998142,590.991088015939,290.833062072765,478.19546555055,0.0862412145282666,37071,63.8,55.4,"north carolina,gaston"
North Carolina,Gates,1561,2154,0.724698235840297,9,32,-3,51.8448111984792,11573,42,51746,15.2,4,108,0,0.0754342002937873,2.6,0.156139289726087,13.7,14.4,35.8,0.309859154929577,0.0227253089086667,0.00371554480255768,0.158213082174026,0.363950574613324,0.229931737665255,0.535097597598,1.561,0.13488291713471,77.7672167977188,276.505659725223,290.833062072765,478.19546555055,0.0862412145282666,37073,64,55.5,"north carolina,gates"
North Carolina,Graham,1145,1564,0.732097186700767,20,7,-10,47.1475719000471,8484,44.3,39502,18.9,5.9,185,0,0.0677746346063178,2.37,0.151461574728901,19,13.5,30.3,0.00436115040075436,0.0376001885902876,0.00553983969825554,0.205327675624705,0.329443658651579,0.22949080622348,0.796287249634,1.145,0.134959924563885,235.737859500236,82.5082508250825,290.833062072765,478.19546555055,0.0862412145282666,37075,57.7,49.3,"north carolina,graham"
North Carolina,Granville,4625,9236,0.500757903854482,156,243,36,24.9521749979207,60115,39.8,58956,13,3.4,125,45.3,0.0553771937120519,2.57,0.122249022706479,15.8,22.3,112.7,0.313449222323879,0.0817765948598519,0.00683689594943026,0.123779422773018,0.342493554021459,0.232537636197289,0.501485884101,4.625,0.0769358729102553,259.502619978375,404.225234966315,290.833062072765,478.19546555055,0.0862412145282666,37077,62.2,53.8,"north carolina,granville"
North Carolina,Greene,2047,2951,0.693663165028804,145,100,-29,47.5918522748905,21012,37.7,43591,23.5,3.9,196,0,0.0457357700361698,2.6,0.203645535884257,25.9,10.5,80.3,0.356938892061679,0.155339805825243,0.0060441652389111,0.126832286312583,0.295307443365696,0.221540072339615,0.543866217397,2.047,0.0974205216067009,690.081857985913,475.918522748905,290.833062072765,478.19546555055,0.0862412145282666,37079,65.4,57,"north carolina,greene"
North Carolina,Guilford,43483,93594,0.464591747334231,1484,2734,414,31.4801281690933,533670,36.3,52166,15.4,4.1,115,87.3,0.0573912717597017,2.41,0.164198849476268,10.9,35.3,756.4,0.341690557835366,0.0815035508835048,0.0536323945509397,0.112659508685143,0.31603050574325,0.280892686491652,0.386616525247,43.483,0.0814791912605168,278.074465493657,512.301609608934,290.833062072765,478.19546555055,0.0862412145282666,37081,61.2,53.4,"north carolina,guilford"
North Carolina,Halifax,5193,7445,0.697515110812626,231,265,-27,51.409815320125,50574,41.7,36760,22,6.1,133,45.3,0.0642622691501562,2.42,0.306521137343299,22.5,14.4,75.5,0.531043619250999,0.0306679321390438,0.0087594416103136,0.174714280064855,0.319650413255823,0.23367738363586,0.359872995458,5.193,0.102681219599003,456.756436113418,523.984656147428,290.833062072765,478.19546555055,0.0862412145282666,37083,63.2,54.5,"north carolina,halifax"
North Carolina,Harnett,8820,17930,0.49191299498048,348,542,36,14.9015750964877,134214,33.5,51225,14.4,4.6,140,44.1,0.0934626790051708,2.68,0.143569225267111,13.7,20.7,192.7,0.208778517889341,0.130120553742531,0.01332200813626,0.0890145588388693,0.290975606121567,0.302278450832253,0.60678456234,8.82,0.0657159461755108,259.287406678886,403.832685114817,290.833062072765,478.19546555055,0.0862412145282666,37085,64.6,56.5,"north carolina,harnett"
North Carolina,Haywood,7133,13362,0.533827271366562,65,333,23,51.6370560423424,61971,45.6,47183,13.1,3.4,123,44.6,0.0922528279356473,2.28,0.144115796098175,11.9,25,106.6,0.0123283471301092,0.0406319084733182,0.00558325668457827,0.200351777444288,0.33970728243856,0.231785835310064,0.624883936862,7.133,0.115102225234384,104.887770086008,537.348114440625,290.833062072765,478.19546555055,0.0862412145282666,37087,54.8,46.3,"north carolina,haywood"
North Carolina,Henderson,11296,26806,0.421398194434082,199,383,13,35.9749203412478,116748,45.4,54012,9.7,3.2,146,66.7,0.0823996984959057,2.32,0.0893034570185356,10.1,31.8,286.1,0.0317093226436427,0.103744817898379,0.0130194949806421,0.204414636653305,0.32823688628499,0.223378558947477,0.625506072874,11.296,0.0967554048035084,170.452598759722,328.057011683284,290.833062072765,478.19546555055,0.0862412145282666,37089,59,50.2,"north carolina,henderson"
North Carolina,Hertford,2059,3083,0.667855984430749,20,75,-8,76.0809839807261,23659,41,38216,23.2,5,123,31.4,0.0530876199332178,2.4,0.252335263536075,20.8,14.6,69.9,0.602561393127351,0.0384208969102667,0.00760809839807262,0.164757597531595,0.301238429350353,0.214717443678938,0.30504950495,2.059,0.0870281922312862,84.5344266452513,317.004099919692,290.833062072765,478.19546555055,0.0862412145282666,37091,63.5,54.9,"north carolina,hertford"
North Carolina,Hoke,3877,6783,0.571575998820581,139,206,-23,27.3902563727996,54764,30.9,47892,18,5,153,56.8,0.113687824118034,2.8,0.177087137535607,14,18.4,120.2,0.337027974581842,0.136056533489153,0.0148272587831422,0.0636001752976408,0.28332481192024,0.327277043313125,0.430100296969,3.877,0.0707946826382295,253.816375721277,376.159520853115,290.833062072765,478.19546555055,0.0862412145282666,37093,65.5,57.5,"north carolina,hoke"
North Carolina,Hyde,1235,1465,0.843003412969283,1,6,-1,229.445506692161,5230,41.2,40653,22.2,8.3,172,0,0.048565965583174,2.35,0.169216061185468,18.4,9.4,9.5,0.284512428298279,0.0915869980879541,0.00822179732313576,0.167304015296367,0.321223709369025,0.187954110898662,0.560932688077,1.235,0.236137667304015,19.1204588910134,114.72275334608,290.833062072765,478.19546555055,0.0862412145282666,37095,67.2,59.5,"north carolina,hyde"
North Carolina,Iredell,18525,36127,0.51277437927312,415,1038,65,16.2524168464707,178435,38.9,60044,9.5,3.6,121,62.1,0.0605262420489254,2.58,0.0792725642390786,11,27.5,277.9,0.117908482080309,0.0780956650881273,0.0271023061619077,0.114579538767618,0.351567797797517,0.259808893995012,0.670952717183,18.525,0.103819317958921,232.577689354667,581.724437470227,290.833062072765,478.19546555055,0.0862412145282666,37097,61.6,53.4,"north carolina,iredell"
