state,county,inperson,total_votes,inperson_pct,pre_covid_cases,post_covid_cases,pre_week_diff,num_prec_pc,pop_2018,med_age,medIncome_2018,pctPovty_2018,unplmtRate_2018,noins_u65_2018,pctUrban_2010,pct_vet,avg_householdsize,pct_snap,pctno_hs,pctcollege,popDens,pct_black,pct_hisp,pct_asian,pct65plus,pct4064,pct1840,pctTrump_2016,inperson_1000,turnout,pre_election_rate,post_election_rate,state_pre_rate,state_post_rate,state_inperson_rate,FIPS,temp_oct,temp_nov
Arkansas,Desha,998,1342,0.743666169895678,60,81,4,182.418346073662,11512,38.7,36132,24.3,4.5,102,68.6,0.0522932592077832,2.43,0.240705350938151,21.2,12.4,16.9,0.468902015288395,0.0641070187630299,0.00634120917303683,0.171125781792912,0.307244614315497,0.241400277970813,0.453147184098,0.998,0.0866921473245309,521.195274496178,703.61362056984,438.047995487462,753.062968155085,0.089176378854114,05041,61.3,56.8
Florida,Broward,490040,964444,0.508106224933744,5648,11790,1122,29.5706364092945,1951260,39.7,57200,12.6,3.4,168,100,0.0442831811239917,2.52,0.128081342312147,11.2,31.9,1444.9,0.28345223086621,0.30428184865164,0.0388728308887591,0.127827147586688,0.339453481340262,0.278727591402478,0.314182517315,490.04,0.251140288839007,289.453993829628,604.224962332032,243.862188120985,510.814309843152,0.295232266750237,12011,80.7,76.3
Indiana,Wabash,4197,14794,0.28369609301068,178,697,36,83.1202046035806,31280,41.2,51487,12.4,3.5,91,50,0.071195652173913,2.43,0.0773657289002558,11.7,18.4,79.7,0.00703324808184143,0.026118925831202,0.00578644501278772,0.190281329923274,0.319085677749361,0.230882352941176,0.731941856131,4.197,0.134175191815857,569.053708439898,2228.26086956522,485.020796852543,1230.98478483917,0.179473086628298,18169,51.6,44.8
Arkansas,Conway,2728,3573,0.763504058214386,27,170,-3,148.389258532382,20891,40.5,44565,17.9,4.4,84,29.5,0.0725671341726102,2.48,0.153271743813125,14.1,16,38.5,0.113110909003877,0.0402087023120004,0.004643147766981,0.171940069886554,0.330285768991432,0.247139916710545,0.618093658288,2.728,0.130582547508496,129.24225743143,813.747546790484,438.047995487462,753.062968155085,0.089176378854114,05029,59.5,53.3
Virginia,Staunton City,3981,13083,0.304288007337767,57,412,9,24.0751143567932,24922,42.2,47319,12.3,2.9,98,96.3,0.0830591445309365,2.15,0.104847123023834,10.7,34,1188.8,0.113353663429901,0.0323409036192922,0.0154481983789423,0.188187143888933,0.311893106492256,0.265307760211861,0.460247666906,3.981,0.159738383757323,228.713586389535,1653.1578524998,182.15043171941701,389.75378873485,0.211268319971917,51790,57.2,50.3
Arkansas,Grant,2182,2673,0.816311260755705,44,141,2,98.9663514405102,18188,39.5,52050,13.1,3.1,67,25,0.0692764460083572,2.55,0.0907191554871344,8.5,18.3,28.3,0.0267758961952936,0.0291400923685947,0.00406861667033209,0.142456564767979,0.335440950076974,0.25819221464702,0.752735229759,2.182,0.119969210468441,241.917747965692,775.23641961733,438.047995487462,753.062968155085,0.089176378854114,05053,60.4,54.1
Arkansas,Poinsett,3282,3579,0.917015926236379,266,198,40,37.5406690581463,23974,39.8,37370,23.7,3.8,90,28.9,0.0540585634437307,2.49,0.198965546008176,19.4,10.1,32.4,0.0821306415283223,0.0320764161174606,0.00296154167014265,0.162676232585301,0.313339451071995,0.259614582464336,0.596062843082,3.282,0.136898306498707,1109.53532994077,825.894719279219,438.047995487462,753.062968155085,0.089176378854114,05111,59.2,54
South Carolina,Chester,7557,15757,0.479596369867361,101,173,3,65.114260022945,32251,40.3,42116,18.2,4.8,116,28.2,0.0697962853864996,2.56,0.225264332888903,17.8,13.7,57.1,0.36681033146259,0.0210226039502651,0.00468202536355462,0.149917832005209,0.333354004526991,0.249697683792751,0.512040557668,7.557,0.234318315711141,313.168583919878,536.417475427119,262.404932056182,410.493286261338,0.233667451658859,45023,64.5,56.1
Louisiana,Caddo,75215,104912,0.716934192466067,730,1674,-62,62.1598702464165,242922,36.4,40467,22.4,5.5,79,85.6,0.0807995982249446,2.44,0.238212265665522,13.4,23.5,290.2,0.493952791430994,0.0288364166275595,0.0127530647697615,0.142609561916994,0.301393039741152,0.275907492940121,0.463196421309,75.215,0.309626135138028,300.507981985987,689.110084718552,162.082310259834,585.753838322842,0.250873072791331,22017,64.6,59.5
North Carolina,Tyrrell,569,673,0.845468053491828,13,5,-5,242.072137496974,4131,41.4,36765,25.2,6.3,171,0,0.0772210118615347,2.37,0.193173565722585,24.5,9.7,11.3,0.37279109174534,0.0900508351488744,0.0217864923747277,0.179617526022755,0.277656741709029,0.187847978697652,0.569411764706,0.569,0.137739046235778,314.693778746066,121.036068748487,290.833062072765,478.19546555055,0.0862412145282666,37177,66.8,58.7
Ohio,Clark,24065,64710,0.371889970638232,542,1481,40,66.8722368763235,134585,40.5,50089,14.9,4.6,85,76.4,0.0888657725600921,2.45,0.161095218635063,12.5,18.6,348,0.0872459783779767,0.0351599360998625,0.00733365531077015,0.166601032804547,0.316870379314188,0.246505925623212,0.575494800403,24.065,0.178808931158747,402.719470966304,1100.41980904261,297.627551426321,989.773506725129,0.210595766675604,39023,53.4,46.5
Indiana,Wayne,6307,28041,0.224920651902571,570,1003,104,90.9973307449648,65936,40.2,45130,16,3.6,107,67,0.075421620965785,2.41,0.125530817762679,13.2,18.2,171.6,0.0485319097306479,0.0313334142198496,0.0104495268138801,0.171818126668284,0.320128609560786,0.243736350400388,0.626705767351,6.307,0.0956533608347488,864.474642077166,1521.17204562,485.020796852543,1230.98478483917,0.179473086628298,18177,52.5,45.7
New Mexico,Dona Ana,14858,42507,0.349542428305926,2104,3500,450,78.1530144077381,217522,32.4,38409,24.9,5.7,126,80.7,0.0700572815623247,2.71,0.28299206517042,20.6,27.5,55,0.016099520967994,0.68573293735806,0.0134055405889979,0.118981068581569,0.262019473892296,0.316970237493219,0.361995845595,14.858,0.0683057345923631,967.258484199299,1609.03264957108,483.86296260239,1510.00177529364,0.067838169576812,35013,63.9,55.2
North Carolina,Yancey,2180,3778,0.577024880889359,79,140,3,61.4422163883148,17903,45.5,44756,17.8,3.6,151,0,0.0613863598279618,2.31,0.16477685304139,15.8,20,57,0.00849019717365805,0.0545160029045411,0.00323968050047478,0.205105289616265,0.333798804669608,0.222197397084288,0.649163947798,2.18,0.121767301569569,441.266826788806,781.991844942188,290.833062072765,478.19546555055,0.0862412145282666,37199,55.3,46.8
Virginia,Henry,12748,26180,0.486936592818946,135,311,43,49.0648244460581,50953,44.7,36471,20,3.7,141,39.3,0.0789354895688183,2.31,0.185033265950974,21.2,12.8,141.6,0.221733754636626,0.0559927776578415,0.00671206798422075,0.209133907718878,0.343944419366867,0.21670951661335,0.632860293812,12.748,0.25019135281534,264.950052008714,610.366416108963,182.15043171941701,389.75378873485,0.211268319971917,51089,60,52
Georgia,Henry,16760,46062,0.363857409578394,551,1003,55,16.0715837025454,230220,35.3,72970,7.5,4.1,137,86.1,0.0771045087307793,2.89,0.12275649378855,9.6,28.3,633.1,0.45253670402224,0.0716401702719138,0.0343671270958214,0.0740509078272956,0.345834419251151,0.281083311614977,0.465548721401,16.76,0.0727999305012597,239.336287029798,435.670228477109,231.494442450788,416.646267993412,0.0937936541509914,13151,65.8,57.8
Oklahoma,Coal,1728,1845,0.936585365853659,26,101,2,163.04347826087,5520,41,39396,22.6,3.8,204,0,0.0766304347826087,2.5,0.17554347826087,16.6,17.6,11.5,0.00670289855072464,0.0445652173913043,0.00271739130434783,0.190760869565217,0.317572463768116,0.238768115942029,0.790639364814,1.728,0.31304347826087,471.014492753623,1829.7101449275399,410.821086770009,1037.46336302164,0.28217263717009,40029,60,56.1
Arkansas,Union,6499,7854,0.827476445123504,93,221,-7,71.5636661043807,39126,40.1,45335,18.2,5.6,91,45.5,0.0664519756683535,2.43,0.162117262178602,15.2,20.8,40.1,0.326330317435976,0.0412769002709196,0.00715636661043807,0.165644328579461,0.320349639625824,0.253437611818228,0.624372628229,6.499,0.166104380718704,237.69360527526501,564.841793181005,438.047995487462,753.062968155085,0.089176378854114,05139,61.8,57
Louisiana,St. James,5842,12590,0.464019062748213,18,87,0,142.605884869516,21037,37.9,53903,16.8,6.2,66,72.3,0.0516233303227647,2.84,0.185910538574892,14.7,14.3,91.5,0.488425155678091,0.0167324238246898,0.00389789418643343,0.135047772971431,0.320815705661454,0.276275134287208,0.451468762929,5.842,0.277701193135903,85.5635309217094,413.557066121595,162.082310259834,585.753838322842,0.250873072791331,22093,71.7,64.7
Florida,Taylor,7096,10189,0.696437334380214,73,71,29,64.7458724506313,21623,41.1,42307,21.6,3.8,142,30.7,0.0752439531979836,2.44,0.185589418674559,22.6,7.4,21.6,0.19280395874763,0.0450446284049392,0.00846321047033252,0.163159598575591,0.274661240345928,0.211857744068816,0.746093329023,7.096,0.3281690792212,337.603477778292,328.354067428201,243.862188120985,510.814309843152,0.295232266750237,12123,74.9,67.1
Georgia,Dooly,963,1705,0.564809384164223,22,34,-6,36.4803735590252,13706,40,37278,29.1,4.6,173,46.3,0.0572012257405516,2.45,0.177440536991099,24.8,11.3,38.1,0.489347730920765,0.0687290237852036,0.00715015321756895,0.149934335327594,0.29490733985116,0.195461841529257,0.505995828989,0.963,0.0702611994746826,160.513643659711,248.066540201372,231.494442450788,416.646267993412,0.0937936541509914,13093,70.5,61.9
Florida,Washington,9353,12384,0.755248708010336,93,122,-11,48.2315112540193,24880,40.3,39225,22.8,3.8,157,15.4,0.0853295819935691,2.5,0.157717041800643,18.8,11.7,42.7,0.145016077170418,0.0370176848874598,0.00594855305466238,0.153818327974277,0.305225080385852,0.223754019292604,0.774407753051,9.353,0.375924437299035,373.794212218649,490.353697749196,243.862188120985,510.814309843152,0.295232266750237,12133,72.2,65.4
Virginia,Martinsville City,2282,6121,0.372814899526221,49,140,-5,54.2551542396528,12902,43.6,33892,24.7,4.6,104,100,0.0758022012091149,2.21,0.286079677569369,17.2,21.3,1261.5,0.464734149744226,0.0607657727484111,0.0117036118431251,0.205317005115486,0.31491241667958503,0.235157339947295,0.365911799762,2.282,0.176871802821268,379.786079677569,1085.10308479306,182.15043171941701,389.75378873485,0.211268319971917,51690,60,52
Georgia,Towns,1128,3076,0.366710013003901,46,49,6,25.312183597705,11852,51.1,45853,16,5.5,177,0,0.101923725953426,2.17,0.0731522105973675,10.8,26.2,62.9,0.0118123523455957,0.0291933850826865,0.00750928113398583,0.258268646641917,0.281640229497131,0.154235572055349,0.799435028249,1.128,0.0951738103273709,388.120148498144,413.432332095849,231.494442450788,416.646267993412,0.0937936541509914,13281,59.7,51.2
Arizona,Greenlee,1073,3723,0.288208434058555,33,99,-31,84.3614889802805,9483,34.8,65818,10.5,4.3,73,53.4,0.0636929241801118,2.64,0.0783507328904355,11,11.9,4.6,0.0169777496572815,0.472951597595698,0.00949066751028156,0.107139091004956,0.284825477169672,0.307813982916798,0.583410422448,1.073,0.113149847094801,347.991142043657,1043.97342613097,203.364567829241,690.681650242416,0.0575562427939962,04011,63.1,51
Arizona,Yuma,10920,69380,0.157394061689248,674,2349,36,20.7421933926686,212128,33.8,44116,19.5,17,137,89.6,0.0748698898778096,2.93,0.194481633730578,27.9,14.8,35.5,0.0189178232010861,0.643125848544275,0.0158724920802534,0.144469376979937,0.24306079348318,0.276040880977523,0.505066365711,10.92,0.0514783526927138,317.732689696787,1107.35027907678,203.364567829241,690.681650242416,0.0575562427939962,04027,77.8,64.2
Oklahoma,Washington,17233,20431,0.843473153541187,175,415,-3,44.3647165480393,51843,41.1,53992,13,3.9,164,76.1,0.0729124471963428,2.39,0.251451497791409,9.3,28.6,122.7,0.0245934841733696,0.061339042879463,0.0229346295546168,0.175202052350366,0.300580599116563,0.258009760237641,0.711905619597,17.233,0.332407460987983,337.557625908994,800.493798584187,410.821086770009,1037.46336302164,0.28217263717009,40147,56.7,52
South Carolina,Greenwood,16636,32006,0.519777541710929,140,287,50,70.6803692342489,70741,37.9,43879,18.3,3.6,137,60.2,0.0754442261206373,2.43,0.168289959146747,16.3,23.5,153.2,0.317722395781796,0.0626369432153914,0.0136554473360569,0.149050762641184,0.304929248950397,0.255127860787945,0.590244755245,16.636,0.235167724516193,197.905033855897,405.705319404589,262.404932056182,410.493286261338,0.233667451658859,45047,65.8,57.8
Virginia,Madison,4337,8258,0.525187696778881,11,22,-1,75.2162467092892,13295,44.1,60450,10.1,2.4,123,0,0.064761188416698,2.58,0.0811583301993231,13,24.2,41.5,0.0893569010906356,0.0305377961639714,0.00676946220383603,0.175253854832644,0.347875141030463,0.226551335088379,0.637150274012,4.337,0.326212861978187,82.7378713802181,165.475742760436,182.15043171941701,389.75378873485,0.211268319971917,51113,57.1,50.7
South Carolina,Laurens,19767,30488,0.648353450537917,124,275,60,49.2581425202257,66994,39.9,42099,19.7,3.6,143,35.8,0.0707526047108696,2.51,0.168119533092516,19.5,15.4,93.2,0.248738693017285,0.0507209600859778,0.0057169298743171,0.149087978027883,0.326253097292295,0.247529629519061,0.633451688449,19.767,0.295056273696152,185.091202197212,410.484521001881,262.404932056182,410.493286261338,0.233667451658859,45059,64.9,57
Iowa,Kossuth,4018,9090,0.442024202420242,91,288,11,134.156157767642,14908,46.6,55486,10.1,2,52,34.4,0.0875368929433861,2.28,0.0730480279044808,5.6,18.3,16,0.0103300241481084,0.0285752616045076,0.00610410517842769,0.227998390126107,0.316675610410518,0.226053125838476,0.66278659612,4.018,0.269519720955192,610.410517842769,1931.84867185404,641.196273914113,1284.23641455756,0.223692212378581,19109,43.2,38.6
Iowa,Monroe,1813,4088,0.443493150684932,43,69,-9,89.8587933247753,7790,42.1,56541,11.6,2.9,59,44.8,0.0672657252888318,2.44,0.100513478818999,12,16.6,18.4,0.00667522464698331,0.02798459563543,0.00423620025673941,0.190243902439024,0.323748395378691,0.237483953786906,0.685483870968,1.813,0.232734274711168,551.98973042362,885.750962772786,641.196273914113,1284.23641455756,0.223692212378581,19135,47.8,45
Alabama,Escambia,14686,15956,0.920406116821259,65,107,11,76.194622836617,36748,39.2,38418,23.6,4.6,149,36.5,0.0687656471100468,2.48,0.224502013715032,18.5,12.7,40.6,0.314030695548057,0.0246816153260041,0.00304778491346468,0.158158267116578,0.293839120496354,0.234652225971481,0.67586932229,14.686,0.399640796778056,176.880374442146,291.172308697072,411.672075633747,619.738123203333,0.413973895792258,01053,70.3,62.5
Rhode Island,Bristol,7941,28415,0.279465071265177,97,392,23,47.2774363296265,48649,42.9,80231,7.7,3.5,30,98.9,0.0623239943267076,2.44,0.0647495323644885,9.9,47.1,2064,0.0123126888528027,0.0319431026331476,0.0223642829246233,0.171493761433945,0.352360788505416,0.227753910666201,0.360860232473,7.941,0.16323048777981,199.387448868425,805.771958313634,350.983387164658,1069.50152036054,0.189247291488345,44001,55.8,48.6
California,Del Norte,1904,11624,0.163799036476256,8,104,-2,64.6830530401035,27828,39.1,48518,20.4,5.5,73,66.3,0.0777634037659911,2.5,0.187041828374299,19,14.3,28.4,0.0329164869915193,0.200373724306454,0.0314431507833836,0.139176369124623,0.284389823199655,0.221503521632888,0.54844567888,1.904,0.0684202961046428,28.7480235733793,373.724306453931,146.156018965535,473.459473971519,0.061200232035798,06015,59,45.2
Pennsylvania,Crawford,31496,42004,0.749833349204838,187,823,59,79.9407497972091,85063,41.7,50805,13.4,4.7,82,36.3,0.083761447397811,2.42,0.153838919389159,10.7,20.8,87.7,0.0190447080399233,0.0136722194138462,0.00631296803545607,0.172954163384785,0.324371348294793,0.227137533357629,0.672384219554,31.496,0.370266743472485,219.837061942325,967.518192398575,206.1441111387,716.12063970966,0.335690470724741,42039,50.8,44.2
Georgia,Brantley,2169,3069,0.706744868035191,114,71,18,15.8755357993332,18897,37.8,41874,18.3,4.5,189,0.6,0.0601682806794729,2.66,0.209292480287876,20,8.2,41.6,0.0349790972111975,0.019897338201831,0.00285759644387998,0.119595703021644,0.337196380377838,0.258453722813145,0.884805091488,2.169,0.114780123829179,603.270360374663,375.721013917553,231.494442450788,416.646267993412,0.0937936541509914,13025,71.7,64.7
Louisiana,Winn,3434,6225,0.551646586345382,29,144,1,219.32927692090001,14134,39.5,40133,22.8,6.3,84,35.1,0.0607754351209849,2.48,0.210626857223716,18.7,14.4,16.1,0.306141219753785,0.0218621763124381,0.00240554690816471,0.155723786613839,0.278123673411632,0.220178293476723,0.723146984925,3.434,0.242960237724636,205.179000990519,1018.81986698741,162.082310259834,585.753838322842,0.250873072791331,22127,65.7,59
Oklahoma,Blaine,3079,3351,0.918830199940316,44,113,-14,94.8866631523458,9485,36.3,49513,16,2,160,42.6,0.063995782814971,2.46,0.180179230363732,17.5,16.6,12.9,0.030152872957301,0.11396942540854,0.00358460727464418,0.181760674749605,0.311755403268318,0.229309435951502,0.760348009491,3.079,0.324617817606748,463.890353189246,1191.35477069056,410.821086770009,1037.46336302164,0.28217263717009,40011,57.4,52.2
South Carolina,Lancaster,22018,49868,0.441525627657015,204,479,44,37.7437617949256,95380,39.7,58035,13.3,3.8,123,50,0.0651289578527993,2.51,0.119983224994758,13.6,26.9,139.6,0.211595722373663,0.0558293143216607,0.0154539735793667,0.123055147829734,0.314195848186203,0.242902075906899,0.609499702973,22.018,0.230845040889075,213.881316837912,502.201719438037,262.404932056182,410.493286261338,0.233667451658859,45057,64.4,56.3
Ohio,Lorain,60184,158732,0.379154801804299,480,2755,110,62.3665017562795,309461,40,59265,14.2,5.4,73,88.3,0.0678405356410016,2.51,0.116454092761285,10.3,24,613.6,0.078685197811679,0.102248748630684,0.0134718106643487,0.139374590012958,0.33248131428516,0.245594759921282,0.478185783073,60.184,0.194480079880825,155.108398150332,890.257576883678,297.627551426321,989.773506725129,0.210595766675604,39093,52.7,46.5
North Carolina,Ashe,4455,6611,0.6738768718802,96,158,46,77.4650485078756,27109,45.5,41864,16.9,3.6,154,15.1,0.063963997196503,2.29,0.153823453465639,15.8,19,64,0.00741451178575381,0.0518646943819396,0.00560699398723671,0.202921538972297,0.349846914308901,0.213582205171714,0.710714285714,4.455,0.164336567191708,354.125936036003,582.832269725921,290.833062072765,478.19546555055,0.0862412145282666,37009,54.5,45.9
Georgia,Polk,3535,6354,0.556342461441612,208,317,-44,16.4822227454674,42470,36.2,43679,21.8,4.2,188,48.6,0.0618083352955027,2.72,0.231222039086414,20.9,12.2,133.7,0.122957381681187,0.136566988462444,0.0073934542029668,0.13032728985166,0.303908641393925,0.275676948434189,0.777369684984,3.535,0.0832352248646103,489.757475865317,746.409230044737,231.494442450788,416.646267993412,0.0937936541509914,13233,64,55.1
Iowa,Carroll,4952,11335,0.436876929863255,231,260,31,64.5033244021038,20154,42.3,60531,8,1.9,46,48,0.0689193212265555,2.34,0.0860375111640369,6.5,22.2,36.6,0.0114121266249876,0.0250570606331249,0.00545797360325494,0.192219906718269,0.313734246303463,0.237223379974199,0.635074269286,4.952,0.245708048030168,1146.17445668354,1290.06648804208,641.196273914113,1284.23641455756,0.223692212378581,19027,45.8,42.1
Georgia,Coweta,24122,43114,0.559493436006866,322,951,84,17.824823122909,145864,36.6,70974,10.2,3.4,139,67.1,0.0677617506718587,2.77,0.0943001700213898,11.2,29.8,288.8,0.179070915373224,0.0714089837108539,0.0216845828991389,0.0907694839028136,0.345445072121977,0.270292875555312,0.693353991682,24.122,0.165373224373389,220.753578676027,651.977184226403,231.494442450788,416.646267993412,0.0937936541509914,13077,65.9,57.4
Ohio,Wood,27496,68103,0.40374139171549,387,1378,-9,72.6877639713534,130696,35.3,64282,11.9,4,64,70.5,0.0656408765379201,2.43,0.0496572198077982,5.9,33.1,203.3,0.0266878863928506,0.0568647854563261,0.0181872436799902,0.117746526290017,0.29158505233519,0.309542755707902,0.509480308893,27.496,0.210381342963824,296.106996388566,1054.35514476342,297.627551426321,989.773506725129,0.210595766675604,39173,52.6,46.4
Arkansas,Lafayette,625,927,0.674217907227616,44,35,10,374.139479197845,6682,43.3,35527,22.8,5.2,107,0,0.0633043998802754,2.39,0.179437294223286,18.3,16.5,14.5,0.359024244238252,0.0276863214606405,0.00523795270876983,0.221939539060162,0.34196348398683,0.225231966477103,0.617283950617,0.625,0.0935348697994612,658.485483388207,523.795270876983,438.047995487462,753.062968155085,0.089176378854114,05073,62.1,57.4
Ohio,Morgan,2347,6908,0.339751013317892,35,147,5,89.016707751301,14604,42.4,40557,17,6,84,18.5,0.0770336894001643,2.46,0.158244316625582,13.5,11.3,36.2,0.031498219665845,0.00979183785264311,0.00157491098329225,0.178786633798959,0.336140783347028,0.237880032867707,0.686009538951,2.347,0.160709394686387,239.660367022734,1006.57354149548,297.627551426321,989.773506725129,0.210595766675604,39115,54.6,46.8
Georgia,Toombs,2425,4736,0.512035472972973,87,85,3,18.5963476773162,26887,36,37148,24.9,5.8,187,48.9,0.0667608881615651,2.59,0.216982184698925,19.1,15.8,74.8,0.258712388886823,0.118867854353405,0.00836835645479228,0.139175066017034,0.297913489790605,0.268531260460446,0.725955204216,2.425,0.0901922862349834,323.576449585301,316.137910514375,231.494442450788,416.646267993412,0.0937936541509914,13279,71.1,62.8
Ohio,Adams,5006,12280,0.407654723127036,73,340,23,75.746645505699,27724,39.6,42154,19.7,7.1,98,11,0.0662602799018901,2.53,0.192468619246862,20.8,12.9,48.9,0.00461693839272832,0.0103520415524455,0.003606983119319,0.152575385947194,0.339561390852691,0.238421584186986,0.763355328573,5.006,0.180565574953109,263.309767710287,1226.37426056846,297.627551426321,989.773506725129,0.210595766675604,39001,55.4,47.5
Florida,Gadsden,16250,23920,0.679347826086957,50,171,4,54.4733516363795,45894,38.9,42259,23.6,4.6,154,34.6,0.0691157885562383,2.61,0.236131084673378,20.7,16.7,89.8,0.551226739878851,0.105089989976903,0.00729942911927485,0.137774000958731,0.31598901817231,0.233472785113522,0.304406902487,16.25,0.354076785636467,108.946703272759,372.597725192836,243.862188120985,510.814309843152,0.295232266750237,12039,73,65.8
